timestamp,portfolio_value
2025-04-10T18:22:15.980460,18000.0
2025-04-10T18:22:15.981992,18000.0
2025-04-10T18:22:15.981992,17999.819624819625
2025-04-10T18:22:15.981992,17999.819624819625
2025-04-10T18:22:15.981992,17999.819624819625
2025-04-10T18:22:16.050656,18000.0
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.314869,17999.819624819625
2025-04-10T18:22:16.315869,17999.819624819625
2025-04-10T18:22:16.315869,17999.819624819625
2025-04-10T18:22:16.315869,17999.819624819625
2025-04-10T18:22:16.777486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.778486,17999.819624819625
2025-04-10T18:22:16.952928,17999.819624819625
2025-04-10T18:22:17.279663,17999.819624819625
2025-04-10T18:22:17.302352,17999.819624819625
2025-04-10T18:22:17.302352,17999.819624819625
2025-04-10T18:22:17.302352,17999.819624819625
2025-04-10T18:22:17.303954,17999.819624819625
2025-04-10T18:22:17.303954,17999.819624819625
2025-04-10T18:22:17.303954,17999.819624819625
2025-04-10T18:22:17.303954,17999.819624819625
2025-04-10T18:22:17.303954,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.304991,17999.819624819625
2025-04-10T18:22:17.305997,17999.819624819625
2025-04-10T18:22:17.305997,17999.819624819625
2025-04-10T18:22:17.305997,17999.819624819625
2025-04-10T18:22:17.306960,20000.0
2025-04-10T18:22:17.306960,20000.0
2025-04-10T18:22:17.306960,20000.0
2025-04-10T18:22:17.306960,20000.0
2025-04-10T18:22:17.306960,20000.0
2025-04-10T18:22:17.307991,20000.0
2025-04-10T18:22:17.307991,20000.0
2025-04-10T18:22:17.307991,20000.0
2025-04-10T18:22:17.307991,20000.0
2025-04-10T18:22:17.308965,20000.0
2025-04-10T18:22:17.308965,20000.0
2025-04-10T18:22:17.308965,20000.0
2025-04-10T18:22:17.308965,20000.0
2025-04-10T18:22:17.308965,20000.0
2025-04-10T18:22:17.309994,20000.0
2025-04-10T18:22:17.309994,20000.0
2025-04-10T18:22:17.309994,20000.0
2025-04-10T18:22:17.309994,20000.0
2025-04-10T18:22:17.630471,20000.0
2025-04-10T18:22:17.630471,20000.0
2025-04-10T18:22:17.630471,20000.0
2025-04-10T18:22:17.630471,20000.0
2025-04-10T18:22:17.631616,20000.0
2025-04-10T18:22:17.631616,20000.0
2025-04-10T18:22:17.631616,20000.0
2025-04-10T18:22:17.631616,20000.0
2025-04-10T18:22:17.632590,20000.0
2025-04-10T18:22:17.632590,20000.0
2025-04-10T18:22:17.947910,20000.0
